date,fear_greed_index,momentum,strength,breadth,put_call,volatility,credit_spread,safe_haven
2004-04-28,38.65,0.0,0.98,18.56,42.52,42.52,95.36,70.63
2004-04-29,36.02,0.0,0.0,10.93,37.96,37.96,93.33,71.93
2004-04-30,33.77,0.0,4.0,18.65,28.91,28.91,94.41,61.53
2004-05-03,31.25,0.0,0.0,0.0,38.64,38.64,93.94,47.51
2004-05-04,32.76,0.0,3.42,8.62,40.06,40.06,93.47,43.73
2004-05-05,34.87,0.0,0.0,0.0,53.32,53.32,86.95,50.5
2004-05-06,30.09,0.0,0.0,2.22,32.54,32.54,92.66,50.66
2004-05-07,24.88,0.0,0.0,0.0,15.61,15.61,93.73,49.2
2004-05-10,19.66,0.0,0.0,0.0,0.0,0.0,97.75,39.87
2004-05-11,22.91,0.0,0.0,0.0,12.16,12.16,92.76,43.31
2004-05-12,26.5,0.0,0.0,3.54,20.76,20.76,92.33,48.11
2004-05-13,24.1,0.0,0.0,8.57,10.3,10.3,93.39,46.13
2004-05-14,24.88,0.0,0.0,5.17,18.51,18.51,91.51,40.5
2004-05-17,16.58,0.0,0.0,0.0,0.0,0.0,88.17,27.89
2004-05-18,20.61,0.0,0.0,2.11,7.74,7.74,89.32,37.34
2004-05-19,23.76,0.0,0.0,7.2,15.71,15.71,90.46,37.27
2004-05-20,22.33,0.0,0.0,0.0,20.37,20.37,87.23,28.33
2004-05-21,23.71,0.0,0.0,2.92,22.8,22.8,88.4,29.08
2004-05-24,29.66,0.0,4.91,23.24,29.9,29.9,88.08,31.57
2004-05-25,43.86,1.79,19.03,29.71,65.15,65.15,86.3,39.92
2004-05-26,42.93,3.3,12.61,30.86,63.7,63.7,86.0,40.35
2004-05-27,47.02,7.7,9.44,35.57,75.07,75.07,85.7,40.59
2004-05-28,48.72,7.4,23.01,36.61,70.36,70.36,85.41,47.89
2004-06-01,45.64,7.9,23.2,47.2,55.13,55.13,82.19,48.76
2004-06-02,44.26,10.49,21.37,37.38,57.26,57.26,79.01,47.05
2004-06-03,37.35,5.03,17.46,43.94,38.81,38.81,78.81,38.59
2004-06-04,38.85,8.96,10.36,43.1,42.34,42.34,77.13,47.74
2004-06-07,53.32,20.68,24.91,57.51,66.91,66.91,78.43,57.9
2004-06-08,56.06,21.68,17.17,66.51,72.96,72.96,78.24,62.88
2004-06-09,49.8,14.31,11.72,54.43,65.6,65.6,79.56,57.37
2004-06-10,53.07,17.51,9.03,69.99,71.59,71.59,77.87,53.89
2004-06-14,41.03,9.95,1.87,42.05,52.43,52.43,77.7,50.75
2004-06-15,48.45,14.42,7.28,54.67,70.62,70.62,74.49,47.02
2004-06-16,56.45,15.22,16.33,73.83,75.04,75.04,77.38,62.29
2004-06-17,50.91,13.99,18.57,61.84,68.43,68.43,74.14,50.95
2004-06-18,52.66,15.81,21.22,59.89,71.21,71.21,75.58,53.72
2004-06-21,52.46,12.58,24.32,67.57,66.04,66.04,75.41,55.25
2004-06-22,57.68,15.38,26.64,67.93,82.77,82.77,73.67,54.56
2004-06-23,62.52,21.98,40.82,66.95,88.09,88.09,71.94,59.77
2004-06-24,55.08,19.6,43.48,57.99,71.89,71.89,74.94,45.75
2004-06-25,58.13,15.36,66.48,78.58,64.65,64.65,73.19,44.0
2004-06-28,54.49,14.68,64.53,79.27,48.62,48.62,74.61,51.12
2004-06-29,54.06,16.78,56.97,64.57,59.85,59.85,72.85,47.51
2004-06-30,59.75,20.06,62.45,68.38,80.1,80.1,69.47,37.71
2004-07-01,52.51,12.08,62.88,69.33,63.78,63.78,69.32,26.43
2004-07-02,49.71,9.85,49.87,63.6,65.79,65.79,69.15,23.95
2004-07-06,39.17,4.02,37.78,60.25,44.92,44.92,68.99,13.32
2004-07-07,37.69,5.81,31.42,45.28,53.6,53.6,68.83,5.29
2004-07-08,30.91,0.0,13.8,39.18,47.01,47.01,68.67,0.74
2004-07-09,35.31,2.95,15.81,44.54,54.97,54.97,68.51,5.44
2004-07-12,38.06,4.49,8.62,41.63,69.44,69.44,68.35,4.42
2004-07-13,42.72,5.47,12.47,49.33,77.81,77.81,68.19,7.97
2004-07-14,45.47,3.36,8.46,42.85,89.22,89.22,69.67,15.52
2004-07-15,47.46,0.64,48.56,61.85,71.09,71.09,69.51,9.45
2004-07-16,40.39,0.0,17.18,40.14,76.97,76.97,67.69,3.79
2004-07-19,39.39,0.0,34.16,48.58,61.48,61.48,69.19,0.82
2004-07-20,41.71,4.12,16.1,35.0,78.71,78.71,65.71,13.64
2004-07-21,30.71,0.0,29.93,41.42,37.01,37.01,65.55,4.08
2004-07-22,27.75,0.0,11.46,20.45,47.72,47.72,65.4,1.53
2004-07-23,22.78,0.0,10.17,17.62,33.19,33.19,65.25,0.0
2004-07-26,15.57,0.0,0.0,0.0,18.31,18.31,66.79,5.56
2004-07-27,20.49,0.0,0.0,0.0,31.44,31.44,66.63,13.94
2004-07-28,22.86,0.69,0.0,0.0,38.09,38.09,66.48,16.68
2004-07-29,26.67,4.63,1.59,0.0,45.31,45.31,68.04,21.81
2004-07-30,28.29,6.07,0.0,0.0,50.61,50.61,67.88,22.84
2004-08-02,31.13,9.79,6.36,9.44,48.35,48.35,62.54,33.08
2004-08-03,25.89,5.95,0.0,12.34,34.82,34.82,62.39,30.89
2004-08-04,24.23,5.88,0.0,11.33,30.44,30.44,62.24,29.26
2004-08-05,14.68,0.0,0.0,17.52,0.0,0.0,62.08,23.19
2004-08-06,10.26,0.0,0.0,7.07,0.0,0.0,61.93,2.79
2004-08-09,12.84,0.0,0.0,21.92,0.0,0.0,61.77,6.17
2004-08-10,16.29,0.0,0.0,15.84,12.18,12.18,59.82,13.99
2004-08-11,13.98,0.0,0.0,13.99,3.38,3.38,65.08,12.06
2004-08-12,10.35,0.0,0.0,0.0,0.0,0.0,64.93,7.53
2004-08-13,13.7,0.0,0.0,0.14,7.64,7.64,62.95,17.54
2004-08-16,19.19,2.54,0.0,11.65,15.36,15.36,60.95,28.46
2004-08-17,21.05,4.79,0.0,14.46,25.26,25.26,60.79,16.8
2004-08-18,28.64,13.38,0.0,12.01,39.46,39.46,62.51,33.68
2004-08-19,25.33,11.64,0.0,20.58,27.62,27.62,60.46,29.41
2004-08-20,34.86,16.36,7.01,29.06,44.64,44.64,60.31,42.03
2004-08-23,34.71,15.28,0.0,30.79,47.1,47.1,60.15,42.54
2004-08-24,35.3,16.1,0.0,28.19,56.44,56.44,61.91,28.05
2004-08-25,42.23,21.69,7.05,49.62,62.44,62.44,61.76,30.6
2004-08-26,38.77,22.18,2.15,32.35,63.61,63.61,61.6,25.89
2004-08-27,40.75,24.19,0.0,31.33,66.87,66.87,61.45,34.52
2004-08-30,34.82,19.6,0.33,28.76,54.33,54.33,61.29,25.11
2004-08-31,36.93,23.02,0.0,29.98,56.94,56.94,61.14,30.48
2004-09-01,40.6,24.43,1.87,39.78,63.69,63.69,58.99,31.79
2004-09-02,50.96,32.08,9.49,50.25,74.56,74.56,58.84,56.91
2004-09-03,54.72,29.64,2.22,56.99,80.5,80.5,58.69,74.52
2004-09-07,54.92,34.42,10.12,50.15,77.27,77.27,58.53,76.66
2004-09-08,49.43,31.63,0.0,44.33,76.7,76.7,58.38,58.29
2004-09-09,54.99,32.99,11.94,61.43,76.94,76.94,58.22,66.47
2004-09-10,60.62,36.4,21.27,69.57,80.84,80.84,58.06,77.36
2004-09-13,63.33,37.55,13.34,75.74,90.06,90.06,59.97,76.63
2004-09-14,56.28,39.08,14.15,49.12,82.65,82.65,59.82,66.48
2004-09-15,51.81,34.47,16.04,60.13,63.47,63.47,59.66,65.41
2004-09-16,52.93,36.48,28.82,61.71,67.29,67.29,59.5,49.41
2004-09-17,56.18,39.54,25.43,62.27,72.74,72.74,61.48,59.06
2004-09-20,53.9,35.75,38.87,61.59,65.4,65.4,63.46,46.81
2004-09-21,61.45,39.99,49.47,76.27,78.23,78.23,61.17,46.8
2004-09-22,53.08,30.53,49.28,79.93,59.54,59.54,61.01,31.71
2004-09-23,53.19,27.58,61.4,76.17,58.77,58.77,60.85,28.8
2004-09-24,50.88,28.78,36.8,64.68,67.46,67.46,58.49,32.49
2004-09-27,47.29,25.06,35.09,67.54,61.5,61.5,56.1,24.22
2004-09-28,54.53,29.19,39.16,67.79,74.74,74.74,58.15,37.94
2004-09-29,58.83,32.21,34.87,68.99,85.12,85.12,57.98,47.54
2004-09-30,65.89,32.25,67.82,83.71,81.76,81.76,64.67,49.24
2004-10-01,68.87,42.54,65.32,76.89,91.03,91.03,66.83,48.45
2004-10-04,70.63,44.89,82.54,92.08,78.04,78.04,66.7,52.12
2004-10-05,63.39,44.64,70.18,79.0,67.14,67.14,68.92,46.69
2004-10-06,70.67,49.27,67.9,88.56,77.97,77.97,71.17,61.87
2004-10-07,62.09,42.56,75.3,80.47,55.33,55.33,71.05,54.62
2004-10-08,54.43,37.65,71.21,71.43,45.16,45.16,70.92,39.47
2004-10-11,51.35,39.15,43.59,61.9,51.1,51.1,70.79,41.85
2004-10-12,50.59,37.76,52.02,65.63,44.87,44.87,70.66,38.34
2004-10-13,48.36,33.02,55.5,66.35,38.05,38.05,73.0,34.56
2004-10-14,41.9,27.07,59.4,60.05,20.04,20.04,75.35,31.35
2004-10-15,47.39,30.35,48.25,56.65,44.12,44.12,77.71,30.53
2004-10-18,48.72,34.06,46.21,47.37,48.57,48.57,75.03,41.26
2004-10-19,42.67,27.76,45.13,40.12,39.56,39.56,74.86,31.69
2004-10-20,50.32,28.37,64.12,49.41,43.86,43.86,79.76,42.89
2004-10-21,52.96,30.42,73.01,46.28,48.45,48.45,79.58,44.55
2004-10-22,52.48,24.25,94.28,71.08,33.29,33.29,74.3,36.88
2004-10-25,48.25,24.09,100.0,79.58,8.74,8.74,74.16,42.46
2004-10-26,50.66,34.14,100.0,74.62,12.16,12.16,74.02,47.54
2004-10-27,58.1,42.84,100.0,85.63,24.3,24.3,76.48,53.13
2004-10-28,54.05,44.07,94.95,55.0,30.29,30.29,73.7,50.07
2004-10-29,50.84,45.78,100.0,72.95,13.89,13.89,73.55,35.83
2004-11-01,50.59,46.0,100.0,59.04,14.3,14.3,81.32,39.14
2004-11-02,51.79,46.07,100.0,61.23,16.37,16.37,83.79,38.7
2004-11-03,63.49,53.73,97.33,59.7,55.85,55.85,83.6,38.4
2004-11-04,68.91,64.73,100.0,68.47,56.89,56.89,83.44,51.95
2004-11-05,74.63,67.08,100.0,73.34,59.0,59.0,88.64,75.36
2004-11-08,77.05,65.99,100.0,87.1,59.49,59.49,91.17,76.14
2004-11-09,79.88,65.18,100.0,91.11,62.46,62.46,99.02,78.92
2004-11-10,81.68,64.12,100.0,88.81,71.64,71.64,87.92,87.59
2004-11-11,85.07,70.14,100.0,94.22,71.68,71.68,87.75,100.0
2004-11-12,83.9,76.1,100.0,100.0,65.87,65.87,82.12,97.33
2004-11-15,82.47,75.36,100.0,97.5,64.79,64.79,82.0,92.86
2004-11-16,83.25,69.79,100.0,100.0,67.71,67.71,81.86,95.71
2004-11-17,82.83,73.17,100.0,92.8,67.3,67.3,81.72,97.55
2004-11-18,83.23,73.55,100.0,93.17,71.17,71.17,78.76,94.82
2004-11-19,77.47,65.14,100.0,79.63,61.06,61.06,75.79,99.6
2004-11-22,81.22,68.89,100.0,79.16,70.94,70.94,78.58,100.0
2004-11-23,81.01,68.3,100.0,79.91,76.17,76.17,78.5,88.03
2004-11-24,80.24,70.84,100.0,87.17,74.45,74.45,78.43,76.35
2004-11-26,82.31,71.0,100.0,100.0,72.72,72.72,78.36,81.36
2004-11-29,78.44,68.24,100.0,87.99,62.57,62.57,81.31,86.43
2004-11-30,76.79,65.14,100.0,82.05,63.35,63.35,81.32,82.32
2004-12-01,82.5,75.25,100.0,94.49,68.29,68.29,78.23,92.98
2004-12-02,80.92,74.24,100.0,88.08,67.51,67.51,81.33,87.8
2004-12-03,77.38,74.43,100.0,81.54,67.24,67.24,81.21,69.97
2004-12-06,73.82,73.6,100.0,78.51,62.43,62.43,81.09,58.67
2004-12-07,66.96,65.5,97.25,69.72,52.77,52.77,80.99,49.72
2004-12-08,63.79,68.69,84.37,51.89,61.88,61.88,74.41,43.4
2004-12-09,68.11,72.13,88.69,57.34,67.68,67.68,74.28,48.99
2004-12-10,66.56,71.05,87.5,50.47,69.68,69.68,77.45,40.1
2004-12-13,69.39,77.0,84.6,47.36,73.77,73.77,83.98,45.23
2004-12-14,71.17,79.34,92.47,60.28,69.78,69.78,80.57,45.98
2004-12-15,74.49,80.24,100.0,65.13,76.44,76.44,77.13,46.02
2004-12-16,71.72,78.32,84.72,51.3,77.55,77.55,77.07,55.53
2004-12-17,76.5,72.69,97.47,59.54,82.79,82.79,87.35,52.89
2004-12-20,74.63,72.74,87.16,53.47,83.85,83.85,87.31,54.04
2004-12-21,77.49,78.76,91.03,52.08,87.97,87.97,87.33,57.31
2004-12-22,79.52,80.79,92.58,56.69,88.4,88.4,87.42,62.38
2004-12-23,77.62,80.72,90.15,40.86,90.97,90.97,87.54,62.16
2004-12-27,67.36,77.32,78.31,21.52,71.62,71.62,91.29,59.86
2004-12-28,69.89,81.99,85.03,31.6,73.13,73.13,83.95,60.38
2004-12-29,73.46,81.57,83.78,41.45,79.33,79.33,87.86,60.91
2004-12-30,67.73,81.24,92.81,45.62,59.77,59.77,88.02,46.91
2004-12-31,64.6,79.87,95.65,58.79,44.63,44.63,88.22,40.38
2005-01-03,51.71,73.76,69.32,25.83,28.72,28.72,92.35,43.26
2005-01-04,50.43,65.29,63.79,21.63,30.21,30.21,96.67,45.24
2005-01-05,50.14,62.59,60.95,28.8,27.09,27.09,97.01,47.42
2005-01-06,53.96,64.89,54.79,32.74,36.24,36.24,97.2,55.59
2005-01-07,51.0,63.75,51.06,24.5,37.23,37.23,96.98,46.24
2005-01-10,50.23,65.97,43.36,16.98,41.61,41.61,92.55,49.55
2005-01-11,50.04,61.4,47.69,23.81,41.19,41.19,96.7,38.34
2005-01-12,53.35,63.99,51.81,20.52,52.41,52.41,92.3,40.02
2005-01-13,49.84,57.56,54.56,15.98,45.35,45.35,96.54,33.5
2005-01-14,55.78,61.72,63.0,37.85,53.19,53.19,92.1,29.42
2005-01-18,54.95,68.52,60.54,22.86,51.86,51.86,92.06,36.96
2005-01-19,51.19,61.26,64.41,36.12,37.02,37.02,92.04,30.47
2005-01-20,41.89,55.29,59.4,26.63,23.77,23.77,83.03,21.35
2005-01-21,38.15,50.31,59.67,24.88,13.45,13.45,92.18,13.14
2005-01-24,32.57,47.52,49.21,15.34,8.6,8.6,92.14,6.59
2005-01-25,37.74,50.37,44.97,21.31,21.41,21.41,91.99,12.74
2005-01-26,43.04,53.88,55.79,25.72,34.31,34.31,87.1,10.14
2005-01-27,45.41,53.97,59.12,29.81,38.38,38.38,86.91,11.31
2005-01-28,40.01,51.7,48.23,8.65,38.39,38.39,86.63,8.09
2005-01-31,47.44,57.99,60.58,17.45,46.85,46.85,86.33,16.07
2005-02-01,58.56,63.09,62.63,45.86,62.61,62.61,86.01,27.14
2005-02-02,62.27,65.18,64.41,53.75,69.39,69.39,85.69,28.1
2005-02-03,62.06,62.41,64.82,57.37,66.11,66.11,85.37,32.25
2005-02-04,69.54,70.6,67.03,66.8,77.36,77.36,98.86,28.72
2005-02-07,65.89,69.25,65.01,68.86,66.14,66.14,100.0,25.85
2005-02-08,65.1,69.12,58.41,69.78,68.29,68.29,100.0,21.78
2005-02-09,59.61,61.61,53.95,60.28,59.45,59.45,100.0,22.49
2005-02-10,63.57,64.6,54.25,56.37,68.95,68.95,100.0,31.89
2005-02-11,67.84,69.86,58.74,58.99,69.99,69.99,100.0,47.33
2005-02-14,64.76,69.94,57.57,48.46,67.51,67.51,100.0,42.31
2005-02-15,66.78,72.34,57.03,50.37,72.03,72.03,100.0,43.66
2005-02-16,67.31,72.04,53.89,42.45,74.7,74.7,100.0,53.39
2005-02-17,64.16,64.88,56.01,50.3,59.88,59.88,100.0,58.17
2005-02-18,67.64,65.04,52.05,45.28,71.41,71.41,100.0,68.28
2005-02-22,54.13,52.25,47.76,51.59,30.33,30.33,100.0,66.64
2005-02-23,57.55,56.66,43.23,50.98,45.96,45.96,100.0,60.07
2005-02-24,63.43,63.02,47.37,43.73,62.85,62.85,100.0,64.17
2005-02-25,64.8,70.61,48.36,41.06,64.07,64.07,100.0,65.45
2005-02-28,64.27,64.53,50.85,56.26,51.57,51.57,100.0,75.12
2005-03-01,64.4,69.07,55.12,47.45,52.41,52.41,99.22,75.12
2005-03-02,59.69,68.37,52.38,41.83,42.97,42.97,98.63,70.65
2005-03-03,57.84,68.28,55.56,43.5,34.48,34.48,98.05,70.5
2005-03-04,62.05,76.38,49.69,35.85,55.66,55.66,89.88,71.23
2005-03-07,62.0,78.29,55.57,40.3,49.3,49.3,89.5,71.75
2005-03-08,60.99,73.41,51.11,37.03,46.82,46.82,92.9,78.85
2005-03-09,59.93,63.74,51.95,45.46,40.69,40.69,92.47,84.49
2005-03-10,60.32,64.9,44.81,41.87,45.12,45.12,92.04,88.36
2005-03-11,58.61,57.6,53.78,52.3,38.51,38.51,91.62,77.95
2005-03-14,59.18,62.15,51.98,44.92,47.16,47.16,87.49,73.38
2005-03-15,54.35,54.91,55.22,50.05,29.71,29.71,87.16,73.67
2005-03-16,46.56,47.35,50.86,45.28,21.1,21.1,79.37,60.82
2005-03-17,47.44,48.63,52.72,51.05,25.19,25.19,71.67,57.63
2005-03-18,48.08,47.87,53.57,49.7,27.94,27.94,67.75,61.8
2005-03-21,44.81,43.22,58.23,59.96,16.78,16.78,63.84,54.86
2005-03-22,40.54,33.93,59.14,66.46,0.47,0.47,63.7,59.6
2005-03-23,41.21,34.19,56.38,68.55,5.04,5.04,63.56,55.71
2005-03-24,41.88,33.02,54.56,61.68,20.11,20.11,55.84,47.86
2005-03-28,40.12,34.8,52.67,58.27,12.75,12.75,59.51,50.13
2005-03-29,29.21,27.99,42.37,42.94,0.0,0.0,51.76,39.42
2005-03-30,35.28,39.53,43.86,39.74,17.52,17.52,47.84,40.92
2005-03-31,34.38,38.63,51.37,52.03,9.6,9.6,43.94,35.46
2005-04-01,31.97,32.84,53.51,50.93,8.76,8.76,40.04,28.96
2005-04-04,32.78,35.08,49.16,52.26,8.8,8.8,43.81,31.58
2005-04-05,36.34,38.81,46.97,42.82,18.81,18.81,51.44,36.71
2005-04-06,39.74,40.67,42.09,41.84,30.66,30.66,59.07,33.19
2005-04-07,49.39,45.65,45.01,44.44,49.23,49.23,74.3,37.9
2005-04-08,48.13,38.05,50.79,60.11,42.07,42.07,70.32,33.49
2005-04-11,47.58,37.83,47.5,45.44,56.61,56.61,58.72,30.35
2005-04-12,52.46,42.4,47.04,46.94,71.87,71.87,58.66,28.41
2005-04-13,34.3,31.8,41.45,35.88,24.44,24.44,58.61,23.5
2005-04-14,24.35,22.96,37.36,35.75,0.0,0.0,47.1,27.32
2005-04-15,13.91,8.81,23.28,15.96,0.0,0.0,39.48,9.86
2005-04-18,15.68,11.47,27.04,19.22,0.0,0.0,43.37,8.63
2005-04-19,16.86,16.45,31.2,18.39,0.62,0.62,43.4,7.34
2005-04-20,14.38,5.57,31.99,18.07,0.0,0.0,43.45,1.62
2005-04-21,25.98,21.73,31.1,19.46,17.41,17.41,51.13,23.61
2005-04-22,14.63,16.05,18.27,5.18,0.0,0.0,47.3,15.62
2005-04-25,23.85,23.06,27.27,18.38,16.82,16.82,51.16,13.43
2005-04-26,24.1,15.75,27.36,30.69,12.91,12.91,51.17,17.87
2005-04-27,22.49,19.09,23.38,23.83,15.51,15.51,47.36,12.77
2005-04-28,14.01,9.97,23.45,15.05,0.0,0.0,43.57,6.03
2005-04-29,17.47,19.67,16.83,3.35,12.38,12.38,35.96,21.74
2005-05-02,19.82,23.36,16.77,8.0,17.6,17.6,32.23,23.17
2005-05-03,21.68,22.64,13.66,6.4,30.22,30.22,32.34,16.27
2005-05-04,35.0,32.73,26.28,27.73,43.31,43.31,40.06,31.56
2005-05-05,30.67,30.63,22.57,19.26,41.55,41.55,40.06,19.04
2005-05-06,31.31,29.77,33.15,25.07,41.18,41.18,17.34,31.5
2005-05-09,35.99,34.92,33.11,28.61,47.54,47.54,21.38,38.81
2005-05-10,25.98,25.99,31.59,27.03,26.77,26.77,14.09,29.65
2005-05-11,29.99,29.37,28.14,29.05,36.22,36.22,14.4,36.55
2005-05-12,20.27,21.23,30.12,36.6,6.86,6.86,7.28,32.93
2005-05-13,20.3,17.75,22.38,44.81,4.84,4.84,0.0,47.49
2005-05-16,26.49,26.02,25.94,44.5,18.19,18.19,0.0,52.58
2005-05-17,33.82,31.62,27.82,41.29,39.09,39.09,0.0,57.82
2005-05-18,43.61,39.79,35.01,49.89,56.56,56.56,0.0,67.51
2005-05-19,43.51,43.52,34.42,50.2,62.31,62.31,0.0,51.83
2005-05-20,50.21,42.03,40.65,77.13,65.69,65.69,0.0,60.26
2005-05-23,47.5,45.08,36.63,58.98,69.06,69.06,0.0,53.65
2005-05-24,49.61,45.03,37.55,60.33,73.75,73.75,0.0,56.87
2005-05-25,48.69,42.07,31.25,57.5,75.5,75.5,0.0,59.0
2005-05-26,54.93,47.36,35.19,63.28,81.17,81.17,0.0,76.36
2005-05-27,55.67,48.04,36.03,74.02,82.36,82.36,0.0,66.91
2005-05-31,48.35,42.74,39.83,79.07,61.61,61.61,2.42,51.19
2005-06-01,55.67,50.28,43.2,88.63,78.06,78.06,0.0,51.45
2005-06-02,54.44,51.65,44.41,71.97,86.54,86.54,3.48,36.49
2005-06-03,53.61,45.68,44.31,77.15,80.04,80.04,7.11,40.95
2005-06-06,51.12,46.68,46.83,65.61,77.11,77.11,10.63,33.84
2005-06-07,48.8,46.41,47.24,66.24,74.59,74.59,7.79,24.74
2005-06-08,48.05,44.53,45.11,65.98,68.35,68.35,5.04,39.02
2005-06-09,53.42,48.92,47.63,74.3,79.08,79.08,2.39,42.56
2005-06-10,55.87,46.86,49.8,74.91,80.52,80.52,0.0,58.47
2005-06-13,61.46,48.74,50.54,87.14,85.18,85.18,3.43,70.0
2005-06-14,60.59,50.92,53.94,86.43,81.76,81.76,0.83,68.49
2005-06-15,62.08,52.8,55.09,85.39,86.96,86.96,1.37,66.02
2005-06-16,63.59,55.83,60.44,82.52,91.74,91.74,0.0,62.83
2005-06-17,62.67,59.92,60.61,83.82,85.26,85.26,2.41,61.42
2005-06-20,59.75,59.12,54.49,67.99,84.88,84.88,2.89,63.99
2005-06-21,60.39,57.24,51.74,69.89,91.54,91.54,0.43,60.35
2005-06-22,59.33,57.39,51.41,68.62,91.87,91.87,0.0,54.14
2005-06-23,54.62,48.07,58.41,85.7,71.83,71.83,1.5,44.98
2005-06-24,49.37,41.63,55.26,76.52,70.11,70.11,0.0,31.94
2005-06-27,45.46,41.14,51.76,71.36,62.08,62.08,0.0,29.82
2005-06-28,55.65,48.95,57.41,74.57,77.63,77.63,0.0,53.34
2005-06-29,55.76,47.81,60.29,73.99,73.09,73.09,6.43,55.64
2005-06-30,51.68,41.84,61.24,73.83,66.4,66.4,6.77,45.27
2005-07-01,56.48,44.07,61.02,74.36,77.28,77.28,7.1,54.26
2005-07-05,58.94,51.41,65.51,77.8,70.67,70.67,7.43,69.11
2005-07-06,54.28,44.11,67.9,80.49,58.7,58.7,5.03,65.04
2005-07-07,52.69,46.05,64.57,79.37,53.64,53.64,8.12,63.41
2005-07-08,60.88,55.83,66.23,78.98,72.1,72.1,11.14,69.81
2005-07-11,61.07,60.98,69.65,81.46,73.41,73.41,0.65,67.91
2005-07-12,62.15,62.61,67.11,77.52,78.25,78.25,3.8,67.48
2005-07-13,60.76,63.05,64.62,70.16,78.99,78.99,6.88,62.67
2005-07-14,60.24,64.92,60.71,63.85,78.24,78.24,9.89,65.81
2005-07-15,62.55,65.54,63.3,60.68,86.32,86.32,10.17,65.54
2005-07-18,60.71,60.34,69.32,68.66,76.49,76.49,10.48,63.15
2005-07-19,65.07,65.88,70.38,78.31,81.51,81.51,13.35,64.58
2005-07-20,69.41,69.6,74.87,88.56,84.39,84.39,13.56,70.5
2005-07-21,62.66,63.17,67.78,79.45,68.26,68.26,8.58,83.1
2005-07-22,66.16,67.44,70.95,76.08,75.65,75.65,8.88,88.49
2005-07-25,62.85,63.51,64.48,71.52,62.08,62.08,19.49,96.77
2005-07-26,65.65,64.58,69.13,83.0,62.21,62.21,19.64,98.76
2005-07-27,67.57,68.2,70.26,77.26,72.97,72.97,19.78,91.55
2005-07-28,65.86,72.72,69.74,73.31,68.09,68.09,19.95,89.11
2005-07-29,60.41,65.15,71.56,74.89,45.58,45.58,20.1,100.0
2005-08-01,57.09,65.59,72.27,76.39,34.54,34.54,22.77,93.52
2005-08-02,57.36,71.64,69.28,65.9,40.78,40.78,25.4,87.76
2005-08-03,55.41,71.81,65.17,56.64,38.61,38.61,22.91,94.15
2005-08-04,49.85,64.59,64.37,59.62,23.89,23.89,22.99,89.6
2005-08-05,44.86,57.13,58.64,48.2,24.22,24.22,23.06,78.55
2005-08-08,36.85,54.28,53.56,35.72,8.89,8.89,23.14,73.5
2005-08-09,42.0,60.24,52.88,37.64,26.18,26.18,20.67,70.19
2005-08-10,41.62,58.11,52.53,40.01,26.01,26.01,20.81,67.89
2005-08-11,42.65,64.59,53.24,45.77,24.81,24.81,20.95,64.36
2005-08-12,39.58,58.35,59.57,50.09,18.18,18.18,18.55,54.12
2005-08-15,42.49,60.84,60.17,41.67,28.54,28.54,21.19,56.46
2005-08-16,28.32,48.75,53.28,29.7,2.1,2.1,21.3,41.02
2005-08-17,30.9,49.2,56.86,26.96,7.63,7.63,21.41,46.61
2005-08-18,26.87,47.9,47.6,23.98,5.69,5.69,21.52,35.69
2005-08-19,27.54,48.09,49.95,21.77,6.74,6.74,21.62,37.89
2005-08-22,30.01,49.41,51.11,32.32,7.82,7.82,21.72,39.85
2005-08-23,28.12,45.67,50.24,23.62,10.67,10.67,21.83,34.15
2005-08-24,25.11,38.86,58.25,32.01,0.0,0.0,21.95,24.69
2005-08-25,27.36,41.03,58.13,31.97,5.94,5.94,22.06,26.44
2005-08-26,27.12,34.85,61.3,32.6,7.78,7.78,24.65,20.87
2005-08-29,28.25,40.77,59.45,28.4,13.06,13.06,22.27,20.73
2005-08-30,23.59,37.4,51.88,22.77,11.8,11.8,22.38,7.13
2005-08-31,35.39,47.44,61.93,40.64,33.36,33.36,20.02,10.98
2005-09-01,32.24,48.48,56.96,35.52,23.6,23.6,17.7,19.82
2005-09-02,28.73,45.37,54.52,40.98,16.26,16.26,10.55,17.13
2005-09-06,37.35,58.24,54.16,48.14,29.28,29.28,10.82,31.54
2005-09-07,42.22,60.48,56.74,51.94,37.43,37.43,13.48,38.0
2005-09-08,37.37,56.16,50.89,45.38,30.12,30.12,13.7,35.23
2005-09-09,45.71,64.21,55.52,49.91,48.89,48.89,13.91,38.65
2005-09-12,50.84,63.02,62.27,48.91,55.35,55.35,16.53,54.43
2005-09-13,42.46,54.65,58.34,43.11,41.31,41.31,16.72,41.8
2005-09-14,43.33,50.87,60.84,55.84,31.71,31.71,16.91,55.41
2005-09-15,43.01,51.04,53.71,42.58,40.15,40.15,17.1,56.34
2005-09-16,55.74,59.3,53.76,55.66,64.68,64.68,19.66,72.47
2005-09-19,44.2,52.92,39.89,36.52,46.89,46.89,19.84,66.48
2005-09-20,38.5,44.28,37.72,32.44,37.73,37.73,22.35,57.25
2005-09-21,26.69,34.42,27.13,21.92,16.63,16.63,20.14,49.94
2005-09-22,29.76,37.84,28.27,12.32,26.83,26.83,17.96,58.28
2005-09-23,35.3,37.99,35.88,20.72,35.01,35.01,18.14,64.32
2005-09-26,35.71,37.93,36.18,16.78,34.68,34.68,18.3,71.46
