date,fear_greed_index,momentum,strength,breadth,put_call,volatility,junk_bond,safe_haven
2002-05-17,55.42,60.07,40.57,50.55,88.48,95.7,9.57,43.01
2002-05-20,52.96,55.75,36.33,53.11,81.79,90.04,8.51,45.16
2002-05-21,50.97,52.31,32.87,52.01,78.21,87.06,8.51,45.8
2002-05-22,51.72,54.29,34.64,48.76,80.05,88.79,7.45,48.03
2002-05-23,55.31,57.71,37.83,53.24,85.62,93.75,10.64,48.41
2002-05-24,53.3,53.87,34.01,53.02,82.61,91.29,10.64,47.67
2002-05-28,52.06,51.27,31.65,57.76,76.5,86.11,10.64,50.48
2002-05-29,51.34,49.38,31.11,56.84,76.05,85.81,11.7,48.47
2002-05-30,50.89,48.62,30.2,59.64,75.0,85.01,11.7,46.05
2002-05-31,52.34,49.54,31.89,58.69,77.51,87.32,12.77,48.68
2002-06-03,45.19,41.77,23.56,58.46,62.91,74.86,11.7,43.06
2002-06-04,45.87,41.98,23.57,58.67,60.68,72.95,12.77,50.51
2002-06-05,48.16,44.98,26.47,56.33,66.05,77.66,13.83,51.81
2002-06-06,44.17,39.01,19.94,57.25,59.4,71.96,15.96,45.65
2002-06-07,45.89,38.83,19.43,65.3,62.21,74.35,15.96,45.16
2002-06-10,46.0,40.09,20.44,62.33,61.31,73.58,15.96,48.27
2002-06-11,43.79,35.17,15.36,64.32,58.21,70.89,15.96,46.6
2002-06-12,44.46,37.45,17.5,61.31,59.44,72.0,14.89,48.64
2002-06-13,42.28,34.48,14.63,59.54,55.96,68.8,14.89,47.63
2002-06-14,42.07,34.03,14.3,65.35,51.95,65.34,15.96,47.53
2002-06-17,46.63,43.03,24.26,63.77,57.6,70.19,14.89,52.65
2002-06-18,47.42,43.55,25.87,62.51,59.31,71.66,14.89,54.18
2002-06-19,44.62,38.59,19.98,64.22,51.53,64.98,15.96,57.09
2002-06-20,40.17,34.73,14.93,68.67,45.58,59.76,12.77,44.78
2002-06-21,40.34,29.82,8.6,78.4,46.86,60.68,13.83,44.15
2002-06-24,39.85,31.25,9.92,72.42,48.08,61.6,12.77,42.88
2002-06-25,37.1,26.54,3.81,72.69,44.62,58.43,12.77,40.83
2002-06-26,36.86,26.12,2.85,73.73,42.4,56.3,10.64,45.96
2002-06-27,39.78,31.74,9.17,69.95,51.68,64.13,8.51,43.26
2002-06-28,41.11,31.86,8.87,74.28,55.63,67.4,7.45,42.29
2002-07-01,36.37,25.74,1.05,67.19,48.58,61.12,7.45,43.48
2002-07-02,31.82,19.85,0.0,60.49,40.94,54.32,6.38,40.78
2002-07-03,30.93,22.12,2.04,53.73,39.29,52.63,5.32,41.39
2002-07-05,36.8,33.36,14.18,50.12,49.32,61.12,2.13,47.41
2002-07-08,34.88,30.05,10.01,50.13,44.84,56.93,2.13,50.08
2002-07-09,31.68,23.01,1.66,60.36,36.92,49.69,4.26,45.84
2002-07-10,27.34,13.46,0.0,67.68,21.25,35.43,9.57,43.96
2002-07-11,27.07,16.1,2.3,59.66,22.89,36.35,8.51,43.69
2002-07-12,27.56,14.71,0.31,59.85,27.2,39.69,7.45,43.7
2002-07-15,23.39,14.09,0.0,57.55,19.17,32.01,4.26,36.65
2002-07-16,20.53,9.3,0.0,66.54,13.18,26.06,5.32,23.32
2002-07-17,22.51,11.36,1.59,66.87,18.78,30.47,2.13,26.4
2002-07-18,20.67,4.21,0.0,64.52,20.72,31.68,3.19,20.4
2002-07-19,18.99,0.0,0.0,71.31,9.15,20.47,9.57,22.46
2002-07-22,16.61,0.0,0.0,79.27,0.0,6.87,9.57,20.56
2002-07-23,14.31,0.0,0.0,69.95,0.0,0.0,9.57,20.67
2002-07-24,23.59,12.49,10.81,60.33,18.34,17.82,7.45,37.91
2002-07-25,24.46,11.72,9.69,63.7,21.21,19.9,13.83,31.18
2002-07-26,30.79,15.93,13.03,61.09,34.64,33.15,20.21,37.5
2002-07-29,38.18,28.48,23.94,59.08,49.21,47.87,17.02,41.64
2002-07-30,39.06,29.87,24.84,58.21,47.49,45.79,22.34,44.86
2002-07-31,39.17,32.61,26.93,43.16,47.44,45.4,23.4,55.24
2002-08-01,34.1,25.88,20.56,58.28,31.53,28.07,24.47,49.93
2002-08-02,27.98,20.85,15.73,54.7,17.93,12.79,24.47,49.44
2002-08-05,22.54,13.38,8.72,61.92,6.32,0.0,24.47,42.98
2002-08-06,28.15,20.44,14.62,66.95,17.15,10.68,22.34,44.86
2002-08-07,33.47,25.4,18.69,60.44,28.53,22.24,21.28,57.68
2002-08-08,36.67,33.44,25.86,53.24,36.82,30.65,21.28,55.39
2002-08-09,39.62,34.67,27.28,51.95,40.53,34.15,23.4,65.36
2002-08-12,39.57,33.75,26.09,57.68,35.54,28.13,26.6,69.22
2002-08-13,40.56,28.91,21.98,56.37,40.04,32.43,25.53,78.64
2002-08-14,47.8,38.83,30.98,53.67,51.56,44.55,26.6,88.41
2002-08-15,51.09,42.03,33.68,51.97,61.18,54.82,23.4,90.58
2002-08-16,52.52,41.93,33.3,62.92,63.36,56.99,19.15,89.97
2002-08-19,55.49,48.16,39.33,58.9,64.12,57.69,20.21,100.0
2002-08-20,54.64,44.84,36.08,63.77,61.2,54.26,22.34,100.0
2002-08-21,56.21,48.36,39.17,70.29,65.65,59.02,25.53,85.46
2002-08-22,57.14,52.28,42.61,66.94,67.31,60.7,25.53,84.58
2002-08-23,53.25,46.68,36.97,67.46,62.55,55.2,27.66,76.27
2002-08-26,54.03,48.93,38.8,74.32,61.0,53.2,27.66,74.28
2002-08-27,51.13,45.69,35.41,67.99,60.56,52.43,27.66,68.17
2002-08-28,45.68,41.48,31.03,67.47,50.84,41.19,28.72,59.05
2002-08-29,47.57,41.92,31.02,75.08,50.2,39.96,28.72,66.1
2002-08-30,47.92,41.9,31.03,70.99,53.8,43.57,28.72,65.41
2002-09-03,40.15,32.0,21.43,77.12,31.76,17.9,29.79,71.04
2002-09-04,44.99,36.74,25.53,81.89,40.2,26.76,27.66,76.16
2002-09-05,40.57,33.35,21.73,76.92,36.53,21.79,27.66,66.03
2002-09-06,44.0,37.97,25.67,81.74,44.83,30.65,25.53,61.63
2002-09-09,42.97,40.99,28.08,75.89,45.03,30.23,25.53,55.06
2002-09-10,45.22,43.31,29.85,73.38,49.67,35.03,26.6,58.7
2002-09-11,44.01,43.76,29.82,71.83,50.96,35.97,21.28,54.43
2002-09-12,38.69,38.03,23.8,75.04,43.51,26.55,22.34,41.54
2002-09-13,42.51,39.39,24.58,77.55,49.07,32.43,25.53,49.01
2002-09-16,41.85,40.3,24.92,70.21,46.91,29.21,22.34,59.02
2002-09-17,38.02,35.92,20.23,71.06,43.82,24.76,21.28,49.09
2002-09-18,37.65,35.33,19.15,69.54,45.87,26.48,22.34,44.84
2002-09-19,32.54,28.56,12.17,69.51,37.51,15.52,23.4,41.09
2002-09-20,34.34,29.69,12.72,70.53,43.04,21.37,19.15,43.88
2002-09-23,32.93,26.97,9.6,65.05,41.72,18.91,20.21,48.02
2002-09-24,30.93,23.49,5.76,71.56,40.05,15.97,15.96,43.75
2002-09-25,36.38,29.88,11.19,70.56,49.72,27.15,17.02,49.17
2002-09-26,40.53,34.81,15.27,68.53,57.91,36.71,17.02,53.48
2002-09-27,36.19,27.53,7.92,72.77,51.77,28.41,17.02,47.88
2002-09-30,34.01,24.66,4.69,80.49,44.79,18.88,15.96,48.63
2002-10-01,40.09,34.58,13.4,65.76,60.67,38.39,14.89,52.94
2002-10-02,35.03,29.4,8.06,67.09,53.63,28.9,15.96,42.16
2002-10-03,33.96,27.41,5.67,67.84,52.82,27.22,14.89,41.84
2002-10-04,30.01,22.71,0.77,66.4,47.5,19.68,12.77,40.24
2002-10-07,25.04,18.92,0.0,61.81,39.55,8.55,8.51,37.91
2002-10-08,26.6,23.37,3.43,56.75,44.63,14.22,7.45,36.37
2002-10-09,23.62,17.65,0.0,52.03,42.3,10.33,5.32,37.72
2002-10-10,29.57,26.17,6.86,50.58,55.07,26.37,1.06,40.83
2002-10-11,32.2,35.97,14.8,46.22,60.41,32.85,0.0,35.16
2002-10-14,32.78,38.36,16.34,48.09,59.96,31.66,0.0,35.03
2002-10-15,38.48,50.62,26.41,47.51,65.68,38.74,2.06,38.32
2002-10-16,34.65,44.92,21.04,49.37,60.88,31.8,4.12,30.44
2002-10-17,39.48,51.09,25.89,58.4,66.23,38.46,4.12,32.16
2002-10-18,40.43,53.11,27.2,58.28,68.03,40.46,3.09,32.86
2002-10-21,41.67,58.1,31.07,58.67,69.41,41.93,4.12,28.41
2002-10-22,39.31,55.71,28.65,57.59,67.17,38.49,2.06,25.53
2002-10-23,42.44,57.9,30.17,65.33,69.74,41.61,2.06,30.27
2002-10-24,41.31,54.24,26.72,70.18,67.87,38.7,3.09,28.38
2002-10-25,47.76,59.17,30.55,70.92,78.34,52.82,4.12,38.43
2002-10-28,45.73,57.4,28.67,70.25,75.79,49.07,4.12,34.83
2002-10-29,45.53,55.43,26.63,74.73,72.97,44.87,5.15,38.89
2002-10-30,48.59,58.42,28.79,77.07,75.85,48.51,6.19,45.3
2002-10-31,49.21,57.31,27.54,78.19,76.3,48.83,7.22,49.08
2002-11-01,53.37,62.24,31.38,82.12,81.1,55.27,6.19,55.26
2002-11-04,52.57,64.89,33.25,80.88,77.42,49.95,7.22,54.38
2002-11-05,51.23,67.39,35.03,73.87,76.6,48.51,7.22,50.01
2002-11-06,54.21,70.24,37.14,77.51,78.04,50.26,7.22,59.04
2002-11-07,52.41,64.25,31.81,75.43,76.48,47.85,12.37,58.7
2002-11-08,53.6,62.33,29.81,73.33,81.69,54.89,14.43,58.75
2002-11-11,49.08,57.19,25.12,69.78,77.19,48.27,14.43,51.58
2002-11-12,50.97,59.75,26.83,73.44,79.2,50.79,13.4,53.38
2002-11-13,52.07,60.14,26.73,74.91,77.81,48.48,14.43,62.02
2002-11-14,55.5,67.24,32.22,75.08,84.37,57.48,14.43,57.67
2002-11-15,57.24,69.35,33.62,70.24,89.49,64.55,17.53,55.9
2002-11-18,56.06,66.9,31.23,70.73,87.12,61.02,19.59,55.83
2002-11-19,56.91,66.27,30.32,68.15,87.87,61.89,22.68,61.22
2002-11-20,59.87,72.04,34.72,70.29,93.12,69.21,21.65,58.09
2002-11-21,63.15,78.43,39.67,70.82,96.9,74.5,23.71,58.03
2002-11-22,62.75,77.79,38.86,75.16,98.53,76.78,23.71,48.4
2002-11-25,63.12,78.84,39.45,79.01,96.36,73.59,24.74,49.89
2002-11-26,59.41,73.17,34.5,79.69,91.79,66.94,25.77,44.0
2002-11-27,59.8,81.35,40.96,78.66,88.77,62.45,26.8,39.62
2002-11-29,58.78,80.82,40.32,73.09,88.23,61.58,27.84,39.6
2002-12-02,58.99,80.56,39.87,75.77,88.39,61.72,27.84,38.79
2002-12-03,56.53,76.56,36.38,71.94,86.36,58.67,29.17,36.6
2002-12-04,55.03,75.85,35.58,68.28,85.01,56.6,24.21,39.66
2002-12-05,53.05,72.73,32.8,69.97,82.26,52.47,25.81,35.33
2002-12-06,54.4,74.76,34.23,68.84,85.31,56.74,26.88,34.02
2002-12-09,50.29,68.77,29.12,65.95,80.82,50.09,25.81,31.49
2002-12-10,54.57,72.92,32.27,68.14,85.78,57.16,25.81,39.9
2002-12-11,55.36,73.33,32.39,67.79,88.24,60.67,23.66,41.48
2002-12-12,55.54,72.61,31.54,71.21,89.4,62.31,22.58,39.12
2002-12-13,53.17,69.19,28.48,67.34,87.31,59.19,22.58,38.09
2002-12-16,56.6,76.03,33.77,63.79,92.02,65.99,24.73,39.9
2002-12-17,56.0,73.96,31.9,63.2,91.02,64.52,27.96,39.46
2002-12-18,53.31,70.48,28.9,60.34,87.1,58.81,29.03,38.49
2002-12-19,52.36,68.6,27.16,64.27,82.52,52.08,27.96,43.94
2002-12-20,56.21,72.42,30.07,62.15,90.95,64.34,27.96,45.58
2002-12-23,57.3,73.12,30.48,65.42,92.15,66.13,26.09,47.71
2002-12-24,57.03,71.82,29.24,65.98,91.43,65.11,27.47,48.13
2002-12-26,56.5,71.19,28.53,69.18,89.32,62.03,27.47,47.8
2002-12-27,54.25,66.92,24.92,69.84,84.14,54.4,26.37,53.18
2002-12-30,53.98,68.35,25.93,63.91,84.01,54.15,27.47,54.06
2002-12-31,55.03,68.67,26.04,64.89,86.41,57.65,28.57,52.98
2003-01-02,59.6,78.11,33.42,60.32,94.13,68.97,29.67,52.57
2003-01-03,59.54,78.15,33.31,58.1,95.8,71.45,30.34,49.63
2003-01-06,60.77,84.68,38.69,56.23,95.2,70.65,26.97,52.97
2003-01-07,60.48,82.75,37.14,56.91,94.59,69.88,31.03,51.06
2003-01-08,60.33,78.68,33.84,59.05,93.5,68.48,35.63,53.13
2003-01-09,61.46,84.25,38.32,59.1,96.46,72.96,34.48,44.62
2003-01-10,60.92,84.22,38.32,60.76,96.17,72.71,33.33,40.92
2003-01-13,61.01,83.74,37.99,61.94,94.61,70.68,34.48,43.63
2003-01-14,63.29,85.38,39.36,62.52,95.24,71.84,34.48,54.23
2003-01-15,61.5,81.03,35.95,66.86,92.79,68.55,35.63,49.71
2003-01-16,61.63,79.71,35.03,68.02,93.86,70.3,34.48,50.04
2003-01-17,59.92,75.45,31.77,66.1,91.97,67.88,36.78,49.46
2003-01-21,55.88,70.75,28.17,67.73,87.07,61.26,33.33,42.87
2003-01-22,54.08,67.74,25.82,69.41,83.28,56.29,34.48,41.56
2003-01-23,55.96,70.45,28.1,67.95,86.74,61.47,34.12,42.91
2003-01-24,50.37,62.25,21.51,71.25,76.68,47.53,35.29,38.11
2003-01-27,46.1,57.98,17.97,69.89,68.73,36.39,41.18,30.56
2003-01-28,49.45,61.58,20.78,68.98,75.63,46.06,43.53,29.58
2003-01-29,48.98,63.53,22.26,67.29,77.29,48.41,39.29,24.77
2003-01-30,47.84,57.39,17.24,68.97,77.12,48.2,41.67,24.26
2003-01-31,50.27,60.91,20.06,68.08,77.39,48.72,42.86,33.84
2003-02-03,49.97,62.31,21.23,62.1,77.56,49.25,42.86,34.5
2003-02-04,48.3,58.51,18.15,67.92,72.95,43.15,45.78,31.65
2003-02-05,46.35,57.13,16.98,67.99,72.06,42.17,42.68,25.46
2003-02-06,46.04,55.57,15.6,67.81,71.16,41.09,43.21,27.86
2003-02-07,45.25,53.09,13.45,64.16,69.45,38.77,45.68,32.19
2003-02-10,45.79,55.23,15.05,65.27,69.47,38.84,45.68,30.99
2003-02-11,44.93,53.22,13.33,66.49,70.18,39.93,41.98,29.39
2003-02-12,43.35,50.12,10.65,66.35,68.5,37.65,44.44,25.71
2003-02-13,44.43,49.97,10.32,66.18,70.12,39.86,44.44,30.07
2003-02-14,46.05,55.76,14.77,60.29,72.92,43.64,44.44,30.5
2003-02-18,49.28,61.17,18.91,59.68,76.78,48.93,44.44,35.04
2003-02-19,48.74,59.48,17.37,52.16,76.33,48.23,48.15,39.45
2003-02-20,48.75,57.19,15.33,58.39,76.74,48.76,46.91,37.9
2003-02-21,50.62,61.25,18.15,58.63,79.07,51.94,48.15,37.16
2003-02-24,48.81,57.19,14.37,60.01,74.8,45.88,49.38,40.03
2003-02-25,51.76,61.71,16.09,60.95,75.45,46.73,50.62,50.77
2003-02-26,50.7,58.41,13.22,63.63,74.99,46.02,50.62,48.01
2003-02-27,52.86,62.35,15.76,62.08,78.54,50.96,46.91,53.42
2003-02-28,54.59,63.87,16.76,57.68,80.73,54.12,48.15,60.8
2003-03-03,53.37,61.91,15.11,60.83,78.66,51.31,49.38,56.36
2003-03-04,51.35,57.68,11.77,64.7,75.12,46.41,49.38,54.37
2003-03-05,50.75,60.53,13.82,42.24,78.58,51.49,50.62,57.94
2003-03-06,49.22,58.03,11.8,42.41,75.96,48.02,49.38,58.95
2003-03-07,49.66,60.52,13.57,36.13,76.54,49.04,50.62,61.21
2003-03-10,47.09,55.02,8.0,44.82,70.82,41.23,50.62,59.11
2003-03-11,46.67,53.59,6.24,49.69,70.0,40.18,49.38,57.63
2003-03-12,46.6,57.52,7.14,42.21,70.22,40.53,49.38,59.21
2003-03-13,49.4,68.03,14.35,36.2,74.6,46.65,46.91,59.05
2003-03-14,49.77,68.7,14.71,33.27,76.45,49.39,46.91,58.97
2003-03-17,52.02,79.82,22.4,31.03,74.41,46.69,49.38,60.39
2003-03-18,52.6,81.21,23.35,32.49,77.65,51.31,50.62,51.59
2003-03-19,51.62,84.03,26.44,27.09,74.68,47.43,54.32,47.32
2003-03-20,53.39,84.55,26.89,32.69,77.35,51.28,55.56,45.42
2003-03-21,56.0,91.92,32.79,27.24,81.66,57.48,55.56,45.37
2003-03-24,53.78,80.03,24.18,40.3,77.07,51.45,58.02,45.41
2003-03-25,56.0,83.79,27.08,41.01,81.08,57.2,56.79,45.06
2003-03-26,55.38,81.91,25.76,37.47,82.19,59.02,55.56,45.76
2003-03-27,55.61,81.34,25.36,43.32,82.72,59.96,54.32,42.22
2003-03-28,54.82,79.36,24.03,46.8,83.13,60.7,51.85,37.85
2003-03-31,52.9,73.55,20.32,55.72,79.34,55.8,46.91,38.7
2003-04-01,55.08,77.36,23.67,53.56,81.18,58.56,48.15,43.05
2003-04-02,56.05,85.56,30.16,46.97,81.95,59.75,49.38,38.53
2003-04-03,55.83,83.73,28.87,49.25,81.28,59.09,45.68,42.9
2003-04-04,53.22,84.39,29.57,42.13,78.71,55.87,44.44,37.45
2003-04-07,55.11,84.51,29.88,50.72,80.28,58.25,45.68,36.47
2003-04-08,56.17,83.66,29.41,46.88,83.46,62.87,44.44,42.45
2003-04-09,55.78,78.83,26.0,54.81,83.25,62.94,44.44,40.17
2003-04-10,56.91,80.71,27.63,48.09,86.96,68.23,45.68,41.06
2003-04-11,56.66,79.39,26.67,47.9,89.83,72.29,45.68,34.86
2003-04-14,58.87,85.54,31.6,45.1,92.38,75.9,45.68,35.88
2003-04-15,61.66,87.59,33.45,44.23,94.45,78.88,48.15,44.91
2003-04-16,62.09,83.48,30.33,52.12,94.37,79.02,49.38,45.93
2003-04-17,64.84,88.51,34.35,51.55,96.9,82.59,49.38,50.59
2003-04-21,64.62,87.9,35.66,56.88,95.48,81.02,46.91,48.5
2003-04-22,67.21,95.05,41.81,48.52,98.69,85.39,45.68,55.3
2003-04-23,67.61,97.8,44.19,49.47,98.22,85.04,45.68,52.87
2003-04-24,67.92,94.93,41.83,50.34,99.3,86.69,45.68,56.65
2003-04-25,65.97,90.21,37.91,53.97,97.81,85.04,43.21,53.61
2003-04-28,67.46,96.1,42.89,52.04,97.49,84.9,41.98,56.86
2003-04-29,67.59,97.12,43.82,49.08,97.56,85.18,44.44,55.88
2003-04-30,68.39,96.67,43.53,57.03,96.15,83.61,44.44,57.3
2003-05-01,67.99,96.37,43.34,56.23,94.91,82.28,45.68,57.13
2003-05-02,70.48,100.0,47.62,61.78,97.42,85.64,43.21,57.72
2003-05-05,71.19,98.63,46.53,68.4,95.85,83.89,45.68,59.37
2003-05-06,72.83,100.0,48.96,63.3,96.64,85.04,45.68,70.21
2003-05-07,71.99,98.24,47.48,59.13,95.91,84.34,46.91,71.91
2003-05-08,72.51,94.88,44.58,60.49,95.06,83.5,56.79,72.26
2003-05-09,73.0,99.52,48.66,57.68,99.28,88.93,41.98,74.96
2003-05-12,74.62,100.0,52.29,53.86,99.58,89.53,41.98,85.11
2003-05-13,73.91,98.83,51.42,57.46,98.31,88.16,40.74,82.45
2003-05-14,73.5,97.61,50.48,58.68,97.87,87.85,39.51,82.51
2003-05-15,74.14,99.99,52.78,54.12,99.87,90.51,35.8,85.92
2003-05-16,72.31,99.05,52.04,36.43,100.0,93.45,38.27,86.93
2003-05-19,68.69,90.86,46.06,46.68,93.89,86.06,34.57,82.75
2003-05-20,67.86,90.44,45.73,48.52,91.58,83.33,33.33,82.11
2003-05-21,66.82,91.65,46.91,47.25,91.69,83.61,25.93,80.69
2003-05-22,70.38,94.52,49.61,47.53,95.64,88.62,33.33,83.4
2003-05-23,72.6,94.99,52.2,52.98,97.28,90.75,33.33,86.62
2003-05-27,73.52,100.0,60.11,53.64,94.87,87.88,34.57,83.56
2003-05-28,74.39,100.0,62.14,56.18,94.71,87.74,37.04,82.9
2003-05-29,74.74,98.68,60.99,62.57,93.5,86.34,37.04,84.04
2003-05-30,77.09,100.0,65.91,63.66,96.15,89.7,37.04,87.17
2003-06-02,75.02,100.0,71.35,59.87,92.07,84.87,34.57,82.43
2003-06-03,75.19,100.0,73.06,54.41,91.98,84.9,33.33,88.62
2003-06-04,75.72,100.0,78.57,53.2,92.49,85.67,30.86,89.22
2003-06-05,76.13,100.0,83.96,59.03,91.75,84.94,30.86,82.37
2003-06-06,74.32,99.06,83.02,51.77,90.39,83.47,30.86,81.67
2003-06-09,70.6,95.3,78.36,40.82,87.63,80.32,30.86,80.92
2003-06-10,73.46,97.75,81.87,44.84,91.88,85.6,29.63,82.66
2003-06-11,74.74,100.0,86.84,40.51,92.95,87.11,29.63,86.15
2003-06-12,74.16,100.0,87.25,41.44,92.21,86.41,28.4,83.41
2003-06-13,71.98,96.82,83.35,34.84,91.35,85.53,28.75,83.25
2003-06-16,73.08,100.0,92.06,29.6,92.52,87.08,30.0,80.32
2003-06-17,73.58,100.0,92.42,30.79,92.99,87.81,31.25,79.8
2003-06-18,71.53,99.27,98.28,32.07,93.61,88.69,21.25,67.57
2003-06-19,71.79,94.56,95.05,32.29,93.37,88.55,33.75,64.95
2003-06-20,70.74,94.56,95.48,30.21,95.17,90.86,33.75,55.15
2003-06-23,67.01,90.3,89.35,22.54,90.71,85.81,33.75,56.58
2003-06-24,67.94,90.61,90.14,26.44,90.09,85.22,32.5,60.56
2003-06-25,68.57,88.06,86.6,42.28,89.81,85.01,35.0,53.25
2003-06-26,69.27,90.84,91.18,46.32,93.9,89.95,35.0,37.68
2003-06-27,68.3,87.83,86.99,52.72,94.48,90.79,36.25,29.02
2003-06-30,68.78,87.1,86.24,51.67,93.21,89.53,36.25,37.48
2003-07-01,67.54,89.09,89.65,43.34,93.21,89.74,37.5,30.23
2003-07-02,70.61,92.14,94.64,53.03,94.34,91.24,42.5,26.34
2003-07-03,68.62,89.65,91.13,53.58,93.14,89.98,45.0,17.84
2003-07-07,70.23,94.8,99.29,52.92,91.01,87.64,45.0,20.93
2003-07-08,72.37,95.56,100.0,65.57,92.68,89.67,46.25,16.86
2003-07-09,72.15,93.73,97.56,73.83,94.25,91.59,46.25,7.87
2003-07-10,68.55,89.72,91.72,65.06,93.33,90.68,46.25,3.11
2003-07-11,70.08,92.23,95.8,61.36,95.44,93.2,46.25,6.24
2003-07-14,69.1,93.67,98.28,63.09,91.91,89.28,47.5,0.0
2003-07-15,68.19,92.51,96.79,57.93,91.93,89.42,48.75,0.0
2003-07-16,66.78,90.53,94.05,53.95,91.19,88.69,45.0,4.09
2003-07-17,62.78,86.85,88.7,33.83,89.67,87.08,45.0,8.34
2003-07-18,64.7,89.91,93.72,32.5,92.99,90.96,41.25,11.56
2003-07-21,60.85,85.57,87.43,31.01,90.8,88.62,42.5,0.0
2003-07-22,63.22,87.94,91.46,37.19,92.54,90.75,42.5,0.16
2003-07-23,64.43,87.83,91.68,41.14,93.99,92.61,43.75,0.0
2003-07-24,65.03,85.55,88.64,45.68,93.95,92.75,45.0,3.65
2003-07-25,67.56,90.01,96.04,34.22,96.36,95.73,43.75,16.84
2003-07-28,68.4,89.06,95.1,47.58,94.14,93.62,43.75,15.53
2003-07-29,66.54,86.71,91.97,52.85,92.91,93.52,43.75,4.04
2003-07-30,66.72,85.86,91.19,50.43,92.1,92.88,46.25,8.33
2003-07-31,65.21,86.33,92.41,52.3,89.82,90.62,45.0,0.0
2003-08-01,63.03,83.18,88.02,43.13,85.57,87.9,42.5,10.94
2003-08-04,61.86,83.61,89.17,31.8,83.68,86.02,42.5,16.24
2003-08-05,57.55,78.46,81.66,34.3,78.9,80.92,41.25,7.34
2003-08-06,58.37,78.61,82.36,24.77,82.45,85.19,40.0,15.2
2003-08-07,60.1,80.23,85.41,18.61,86.18,89.67,40.0,20.6
2003-08-08,59.97,80.87,86.91,18.03,88.05,92.09,40.0,13.85
2003-08-11,61.87,81.35,88.21,29.94,87.22,91.51,41.25,13.62
2003-08-12,67.9,83.66,92.43,38.23,92.86,98.05,41.25,28.85
2003-08-13,66.43,81.51,89.7,46.1,89.79,95.05,42.5,20.37
2003-08-14,67.96,82.94,92.5,46.55,90.47,96.13,43.75,23.37
2003-08-15,68.33,82.65,92.57,46.82,90.83,96.86,43.75,24.83
2003-08-18,72.81,84.8,96.49,55.93,90.87,97.18,41.25,43.14
2003-08-19,75.22,85.13,97.62,67.43,91.66,98.34,41.25,45.12
2003-08-20,74.58,84.2,96.74,66.85,91.52,98.48,45.0,39.25
2003-08-21,75.47,84.62,98.02,70.78,91.19,98.41,43.75,41.49
2003-08-22,71.43,81.44,93.6,56.81,88.47,95.85,45.0,38.84
2003-08-25,69.76,81.23,93.89,49.57,84.82,92.3,45.0,41.49
2003-08-26,71.59,81.69,95.19,50.04,84.66,92.45,46.25,50.82
2003-08-27,72.24,81.34,95.22,57.22,85.64,93.75,47.5,45.01
2003-08-28,75.62,82.61,97.84,58.01,87.64,96.1,49.37,57.76
2003-08-29,75.2,83.59,100.0,52.63,86.84,95.56,50.63,57.18
2003-09-02,74.72,86.95,100.0,56.57,85.17,94.15,51.9,48.3
2003-09-03,75.87,87.64,100.0,55.49,83.42,92.63,53.16,58.73
2003-09-04,75.74,87.63,100.0,54.32,85.7,95.27,51.9,55.38
2003-09-05,75.23,85.34,97.38,50.43,87.31,97.22,51.9,57.06
2003-09-08,76.71,87.58,100.0,54.3,86.63,96.89,51.9,59.64
2003-09-09,75.06,84.77,96.68,52.53,84.15,94.76,50.63,61.91
2003-09-10,70.48,81.05,91.87,38.2,79.6,90.57,50.63,61.42
2003-09-11,73.6,82.12,94.03,43.45,82.03,93.32,50.63,69.65
2003-09-12,74.85,82.35,94.9,42.96,83.8,95.38,51.9,72.64
2003-09-15,73.39,80.99,93.4,42.47,81.27,93.21,51.9,70.52
2003-09-16,75.73,84.53,99.09,42.62,85.56,97.72,53.16,67.4
2003-09-17,75.37,83.29,97.78,43.45,84.77,97.29,54.43,66.57
2003-09-18,76.83,86.6,100.0,36.96,86.61,99.39,55.7,72.56
2003-09-19,77.41,85.33,98.75,41.16,86.44,99.49,55.7,75.01
2003-09-22,72.71,81.38,93.62,40.46,78.24,91.87,54.43,68.94
2003-09-23,73.81,82.68,95.99,44.67,78.65,92.52,48.1,74.06
2003-09-24,69.18,77.12,88.51,39.9,71.83,86.2,49.37,71.33
2003-09-25,64.63,75.18,86.18,19.19,67.71,82.44,48.1,73.56
2003-09-26,61.88,73.15,83.74,7.63,67.64,82.55,48.1,70.33
2003-09-29,64.62,75.41,87.44,17.45,69.53,84.57,48.1,69.8
2003-09-30,63.92,72.34,83.41,20.6,65.34,80.78,48.1,76.87
2003-10-01,69.23,77.93,91.87,26.78,71.42,86.74,49.37,80.5
2003-10-02,69.49,78.15,92.64,32.35,72.23,87.72,49.37,73.95
2003-10-03,71.39,80.36,96.3,42.2,76.94,92.41,49.37,62.18
2003-10-06,72.8,81.2,98.01,46.16,76.63,92.38,50.63,64.57
2003-10-07,73.41,82.1,99.87,48.3,76.79,92.74,51.9,62.18
2003-10-08,71.75,80.3,97.79,42.24,77.45,93.57,51.9,59.04
2003-10-09,73.54,81.22,99.64,48.14,78.65,94.87,53.16,59.11
2003-10-10,73.08,80.71,99.36,42.91,79.92,96.21,54.43,58.05
2003-10-13,75.75,82.28,100.0,52.0,83.28,99.46,54.43,58.8
2003-10-14,75.72,82.98,100.0,54.33,83.85,100.0,54.43,54.45
2003-10-15,73.23,81.93,98.91,45.93,82.45,98.85,56.96,47.57
